time,flux
120.53900742435508,1.0000796e+06
120.55944174409524,999973.9
120.57987596383464,1.0000845e+06
120.60031038356829,999824.8
120.62074470325024,1.000003e+06
120.64117892293143,999933.06
120.66161324260611,999914.56
120.68204766223062,999974.2
120.7024818818536,1.00001894e+06
120.72291620152828,999894.3
120.74335062109458,1.00002744e+06
120.76378484071756,999832.8
120.78421916027582,999997.6
120.80465347984136,999961.3
120.8250877993487,999937.4
120.84552211890696,999995.6
120.86595643841429,1.00000525e+06
120.88639085792238,999997.1
120.90682507742167,1.00001694e+06
120.9272593968708,999983.94
120.9476938163134,999975.3
120.96812803576177,999983.2
120.98856235515268,1.00004206e+06
121.00899657454283,999972.56
121.02943099392724,1.00002456e+06
121.04986531331815,1.00010525e+06
121.07029963265086,1.0000975e+06
121.09073395197629,1.0000385e+06
121.111168271309,1.0000391e+06
121.1316025905835,1.00001075e+06
121.15203680990817,999897.25
121.17247122912522,1.0000725e+06
121.19290554839972,1.0000335e+06
121.21333976760798,1.000119e+06
121.23377418682503,999997.8
121.25420850604132,1.00000775e+06
121.27464272519137,1.00009394e+06
121.29507704440766,1.00012825e+06
121.3155114635083,1.00009844e+06
121.33594578265911,1.0001382e+06
121.35638000175823,1.00004794e+06
121.37681442085886,1.00006375e+06
121.39724873989326,1.000139e+06
121.41768295899237,999988.44
121.43811727797583,1.00014606e+06
121.45855169701099,1.00008394e+06
121.4789859160519,999992.0
121.49942023503536,1.00015794e+06
121.51985455395334,1.00001575e+06
121.54028897293756,1.0000701e+06
121.56072329186281,1.00002706e+06
121.58115751072182,1.0001122e+06
121.60159192964784,1.0001721e+06
121.62202624851489,1.00007925e+06
121.64246046731569,1.00008975e+06
121.66289478618273,1.00008025e+06
121.68332920499233,1.0001335e+06
121.70376342379313,1.0000243e+06
121.72419774254377,1.000067e+06
121.74463216129516,1.00008025e+06
121.76506638003775,1.0000187e+06
121.78550069878838,1.00000475e+06
121.8059350174226,1.00004206e+06
121.82636933610775,1.0000347e+06
121.84680365480017,1.0001591e+06
121.86723797343438,1.0001564e+06
121.88767229206132,1.0001242e+06
121.90810661063733,1.0000602e+06
121.92854092921334,1.00015356e+06
121.94897514778131,1.0000691e+06
121.96940956629987,1.00004575e+06
121.98984388481767,1.0001214e+06
122.01027810333471,1.0000088e+06
122.03071252178779,999872.75
122.05114684024738,1.0000893e+06
122.0715811586997,999966.5
122.09201537710032,999948.7
122.11244979550247,999971.4
122.13288411383837,999971.06
122.15331833218079,1.00002825e+06
122.17375275052473,999932.75
122.19418706886063,999952.2
122.21462128714484,999941.2
122.2350556053716,999957.3
122.25549002365005,999921.44
122.27592424187606,1.0000366e+06
122.29635856004461,999977.7
122.31679297820665,999986.25
122.33722719637444,999910.56
122.357661514543,999985.3
122.37809583264607,1.0000876e+06
122.39853025075718,999965.06
122.41896446880855,999979.94
122.43939878685342,999914.2
122.45983320490632,999883.4
122.48026742289949,1.0000031e+06
122.50070174088614,999892.2
122.5211359588211,999912.75
122.54157037675759,999932.56
122.56200469468604,999877.94
122.58243901256355,999946.06
122.60287333044107,999862.9
122.6233076482531,999928.9
122.64374196607241,1.0000603e+06
122.66417618389096,999885.1
122.68461060170375,999965.2
122.70504491940665,999879.25
122.72547913716699,999966.94
122.74591355486336,999854.44
122.76634787256626,999883.4
122.78678209021018,999997.8
122.80721640784759,999847.3
122.82765082549304,999895.56
122.84808514307952,999978.1
122.86851946060051,999905.06
122.88895377818699,999923.06
122.90938809571526,999987.56
122.92982241317804,1.0000607e+06
122.95025663064735,1.0000348e+06
122.97069104811817,999985.5
122.99112536552275,999860.8
123.01155958293384,999970.94
123.03199400028825,999984.2
123.05242831763462,1.0000075e+06
123.07286263498827,999996.8
123.09329685228295,999971.94
123.11373126951366,1.00003756e+06
123.1341655868091,1.0000317e+06
123.15459980398737,999952.94
123.17503422121808,1.0000112e+06
123.19546853839711,999896.75
123.21590275551716,999945.7
123.23633707263798,999946.3
123.25677148975228,1.0000225e+06
123.27720570681413,1.00008344e+06
123.31807444087462,1.0000683e+06
123.33850865787826,999938.8
123.35894297488267,1.00004544e+06
123.37937729182158,1.00008856e+06
123.39981170876854,1.000033e+06
123.42024592564849,1.0000329e+06
123.44068024253647,999997.1
123.46111465936701,1.00001106e+06
123.48154887619603,1.00001456e+06
123.50198319296032,1.00007606e+06
123.52241740973113,999946.0
123.54285182643798,999973.5
123.56328614315134,1.00000525e+06
123.58372045986471,999960.9
123.60415477651986,999984.8
123.62458909310953,1.00000906e+06
123.64502340976469,999983.6
123.66545762630267,999967.0
123.6858920428349,999903.75
123.70632635937363,999971.06
123.72676057591161,999998.6
123.74719499232742,999967.5
123.76762930880795,999993.75
123.78806352522952,999980.6
123.80849784158636,1.0000255e+06
123.82893225795124,999909.3
123.84936647431459,999960.1
123.86980079061323,999986.7
123.89023520686169,1.00003206e+06
123.91066952310211,999960.75
123.93110373934906,999890.0
123.95153805553855,999906.75
123.97197247166332,999926.44
123.99240668785205,999991.8
124.01284100392513,1.0000309e+06
124.0332754199917,999897.25
124.05370963606401,999956.4
124.07414395213709,1.0000093e+06
124.09457826809376,999993.2
124.11501258404314,999949.4
124.1354468999998,999954.4
124.1558812159492,999946.44
124.1763156317902,999969.75
124.19674984762969,1.00001025e+06
124.21718416346994,999982.6
124.2376184791865,1.00000706e+06
124.25805279502674,1.0000691e+06
124.2784871107433,999949.1
124.29892142646713,1.00001706e+06
124.31935584207531,999953.2
124.33979005779838,999919.4
124.36022437339852,1.000015e+06
124.38065868900594,999940.4
124.40109300448967,999883.8
124.42152732009708,999836.7
124.44196163558809,999884.56
124.46239605095616,999957.94
124.4828302664464,999938.9
124.50326458182099,999918.56
124.52369879719481,999869.94
124.54413321256288,1.0000046e+06
124.56456752793747,999912.75
124.58500174319488,999907.44
124.60543615844654,999974.6
124.62587047370471,1.00000856e+06
124.64630478883919,1.00000106e+06
124.66673900398018,1.00008906e+06
124.6871734191227,1.0000728e+06
124.70760773426446,999949.7
124.72804194928176,999990.1
124.74847636430786,999945.2
124.76891067932593,1.00008306e+06
124.7893448943505,999972.0
124.80977920925943,1.0000354e+06
124.83021362416912,1.00001825e+06
124.85064783907,1.00007056e+06
124.87108215386252,1.0000149e+06
124.89151646877144,999984.3
124.91195088355744,1.00013125e+06
124.93238509823277,1.0000297e+06
124.95281941302528,1.0000126e+06
124.97325382769486,1.0000527e+06
124.9936880423702,1.0000849e+06
125.01412235692987,999951.75
125.03455657159793,1.0001285e+06
125.05499098615837,1.0000751e+06
125.09585961515404,1.00009944e+06
125.1162939295973,1.0000769e+06
125.13672824404057,1.0001457e+06
