time,flux
120.5391465105713,0.9997341
120.55958073025249,0.999625
120.58001484981651,0.99960643
120.60044916937477,0.99952054
120.62088338893955,0.9996957
120.64131750838715,0.9996491
120.66175172782823,0.9994934
120.68218604727736,0.9995396
120.70262016672496,0.99960506
120.72305438616604,0.9997575
120.74348870549875,0.9997237
120.76392282482993,0.99963856
120.7843570441546,0.99979955
120.80479126348655,0.9997754
120.82522548270208,0.9997463
120.84565970191034,0.99980146
120.86609392112587,0.9997289
120.88652824022574,0.99970543
120.90696235943324,0.9997592
120.92739657853235,0.9997721
120.94783089762495,0.9997889
120.96826501660689,0.9997746
120.98869923570601,0.9998173
121.00913335457153,0.999742
121.02956767354772,0.9996956
121.05000189253042,0.99970955
121.0704361113967,0.9997193
121.09087033025571,0.9997702
121.111304549122,0.9998119
121.13173876798828,0.99971503
121.15217288673011,0.99974906
121.17260720548074,0.9997718
121.19304142423061,0.9998011
121.21347554285603,0.99984986
121.23390986160666,0.99975526
121.25434408024012,0.99974287
121.27477819874912,0.99981546
121.29521241738257,0.9998031
121.31564673590037,0.9997884
121.33608095441014,0.99978256
121.35651507292641,0.9998052
121.3769493913278,0.9998832
121.39738360972115,0.9997965
121.41781772812101,0.99993443
121.43825194652163,0.99983245
121.45868626479933,1.0000008
121.47912038308277,0.9998859
121.49955460136698,0.9997274
121.51998881964391,0.99955744
121.54042313781247,0.9996091
121.56085735598026,0.9996616
121.58129147414002,0.99979955
121.60172579219216,0.9997792
121.62216001024353,0.9999081
121.64259412828687,0.9998416
121.66302834633825,0.9997586
121.68346266439039,0.9998058
121.70389678231732,0.99981844
121.72433100013586,0.9999121
121.74476531807159,0.9998452
121.7651994358821,0.99993515
121.78563365370064,0.99981135
121.80606787151919,0.999841
121.82650208933046,0.99986744
121.84693630703259,0.99984443
121.86737052473472,0.99983674
121.88780474242958,0.9999127
121.9082389600153,0.9998418
121.92867317760101,0.9997469
121.94910729517869,0.99972427
121.96954161276517,0.999795
121.98997583023447,0.9999044
122.01040994770301,0.9998165
122.03084426504938,0.9997032
122.05127848251868,0.99974066
122.07171269986429,0.9998393
122.09214681721642,0.9999247
122.11258113445365,0.999872
122.13301535179926,0.99984837
122.15344946903497,0.9998868
122.17388378615578,0.9999297
122.19431800338498,0.9998906
122.21475212050427,0.9998846
122.23518633762433,0.9998401
122.25562065462145,0.99984944
122.27605477174075,0.999917
122.29648898874439,0.99987024
122.3169233056251,0.999836
122.33735742262797,0.999735
122.3577916395152,0.9997196
122.37822585639515,0.99962044
122.39866017316672,0.99977165
122.41909429005318,0.9999454
122.4395285067003,0.99985486
122.45996282347187,0.9998196
122.4803969401255,0.999921
122.50083115688903,0.9998132
122.52126527342625,0.9998281
122.54169959008141,0.9999306
122.56213380661211,0.9999248
122.58256802315009,0.99994165
122.60300223957165,0.9999094
122.62343645610235,0.99992645
122.64387067252392,0.9998769
122.6643047888283,0.99986935
122.68473910524335,0.9998732
122.7051733215485,0.99983203
122.72560743785289,0.99996495
122.7460417540351,0.9999221
122.76647597022384,0.9997899
122.78691008641181,0.99977905
122.80734430259326,0.9998747
122.82777861866634,0.99996674
122.84821283473866,0.999923
122.8686470508037,0.99991006
122.8890812667596,0.99993247
122.9095154827155,0.99999124
122.92994969866413,0.9999539
122.95038381450286,0.99992865
122.9708181303431,0.9999379
122.99125234617532,0.99992526
123.01168646189763,1.0000412
123.03212077773787,0.99996537
123.05255499333725,1.0000026
123.07298920906032,0.999964
123.09342332466622,0.99995315
123.11385764026636,0.9999587
123.13429185587302,1.0000106
123.1547259713625,0.99999315
123.17516028684622,0.9997406
123.19559450233646,0.9997956
123.21602861770953,0.9998053
123.23646283308335,0.99988353
123.25689714845066,0.9999595
123.27733126370731,1.0000389
123.31819979421562,1.0000602
123.33863390947226,0.9999668
123.35906812461326,1.0000201
123.37950233974698,1.0000522
123.39993665477232,1.0000509
123.42037076978886,1.0000948
123.44080498481344,0.9998977
123.46123929983878,1.0000701
123.48167341474618,0.99997187
123.50210762964707,1.0000142
123.52254174443806,1.000008
123.54297605922329,0.99998844
123.56341027401504,1.000053
123.58384448880679,1.0000105
123.60427870348212,1.0001222
123.62471291815018,0.99996006
123.64514713282551,0.99990696
123.66558124738367,0.99997675
123.68601556193607,1.0000266
123.70644977637858,1.000014
123.72688389093673,1.0000571
123.74731820537272,1.0000445
123.76775241969881,0.9999975
123.78818653414055,0.99995744
123.80862074845936,0.999992
123.8290550626698,1.0000972
123.8494891768787,0.9999702
123.8699233910811,1.0000081
123.89035770529154,1.0000279
123.91079191937752,1.0000086
123.93122603347001,0.9999329
123.95166024756327,0.99998134
123.9720945615336,0.9998868
123.99252867550967,0.9999798
124.01296288948652,0.99972916
124.03339720334043,0.9998117
124.05383131720009,0.9998345
124.0742655309441,1.0000591
