time,flux
131.51176318680518,999885.9
131.53219762586377,1.0000727e+06
131.55263196487067,1.0001117e+06
131.57306620392774,1.0002965e+06
131.59350054299284,1.00016794e+06
131.6139349820005,1.00006106e+06
131.63436922106484,1.0001571e+06
131.65480356006447,1.0001755e+06
131.67523799913033,1.00014375e+06
131.69567233812995,1.0001037e+06
131.7161065771361,1.00027094e+06
131.73654091614299,1.00009525e+06
131.75697535520158,1.00032225e+06
131.7774095941495,1.0001104e+06
131.7978439331564,1.00009356e+06
131.81827837215678,1.0000741e+06
131.83871261116292,1.00011644e+06
131.85914695016982,1.0002487e+06
131.87958128916944,1.00008644e+06
131.90001562811813,1.0003169e+06
131.92044996706682,1.0002947e+06
131.94088430606644,1.00016094e+06
131.96131864501513,1.0005375e+06
131.98175298396382,999986.56
132.00218732296344,1.0001154e+06
132.02262156185316,999884.3
132.04305600086082,999933.7
132.06349033974402,1.00021575e+06
132.08392457869195,999989.06
132.10435891764064,1.0001744e+06
132.1247933565246,1.0001967e+06
132.14522759547253,999975.0
132.16566193436302,1.00009694e+06
132.1860963733052,1.0001055e+06
132.20653071219567,1.0001143e+06
132.2269649510854,999920.8
132.24739928997587,1.00017975e+06
132.26783372885984,1.0002316e+06
132.28826796769135,999842.56
132.30870230657456,1.0002234e+06
132.3291367454076,1.0001986e+06
132.34957098429732,1.00001956e+06
132.3700053231296,1.00030125e+06
132.3904396619546,1.0002554e+06
132.41087400078686,1.00013425e+06
132.43130833961186,1.0001721e+06
132.45174267844413,999797.4
132.47217711727717,1.0000819e+06
132.49261135605047,1.00015175e+06
132.51304569487547,1.0002608e+06
132.53347993364878,1.000144e+06
132.55391437241633,1.0002997e+06
132.5743487111904,999970.4
132.5947829499637,999999.75
132.61521738873853,1.0000544e+06
132.6356517274471,1.0003043e+06
132.65608606622118,1.00017525e+06
132.67652030493628,999849.0
132.69695474370383,1.0000329e+06
132.7173890824197,1.0001427e+06
132.73782332113478,1.0001755e+06
132.75825775984413,1.0001193e+06
132.77869209850178,999959.75
132.79912633721688,1.000088e+06
132.81956067586725,999700.44
132.83999511458387,1.00001e+06
132.86042935324076,1.00020075e+06
132.88086369189114,999981.56
132.90129813049134,1.0000812e+06
132.92173236914823,1.000118e+06
132.9421667077404,1.00007594e+06
132.96260104639805,1.0000917e+06
132.98303548499825,1.0000024e+06
133.00346972358966,1.00015344e+06
133.0239040621891,999954.3
133.04433840078855,1.00013244e+06
133.0647727393225,999856.94
133.08520707786374,999864.25
133.1056414164632,999900.1
133.12607575499715,999918.9
133.14651009353838,1.00012325e+06
133.1669444320214,1.0001037e+06
133.18737877055537,999969.6
133.20781320903916,999987.56
133.22824744752143,1.00021706e+06
133.24868178599718,1.00017525e+06
133.2691161244802,1.0002528e+06
133.28955046296323,1.0006874e+06
133.309984801439,1.00011206e+06
133.33041903986305,999751.0
133.35085347828863,999976.94
133.37128781670617,999881.0
133.391722155131,1.0005163e+06
133.4121564934976,1.0000067e+06
133.43259083185694,999928.6
133.45302517028176,1.00001894e+06
133.4734594086476,999866.4
133.4938938470077,1.00002756e+06
133.51432818531612,999963.0
133.53476242362376,1.00011575e+06
133.55519686198386,999696.44
133.57563120029226,999887.06
133.5960654385417,999892.5
133.61649977684283,1.00008e+06
133.636934215152,999943.5
133.65736855339492,1.0000557e+06
133.67780279164435,999992.5
133.6982372298953,999875.8
133.7186715680873,1.0001943e+06
133.73910580632946,999994.5
133.75954014452145,1.00022994e+06
133.77997458270693,999973.4
133.80040882089816,1.00016294e+06
133.82084315903194,1.0001111e+06
133.84127749716572,999759.7
133.86171183535043,1.0000962e+06
133.882146173426,999616.6
133.9025805115598,999893.6
133.9230148496863,1.0001842e+06
133.94344918776187,999820.3
133.96388352583745,1.0000328e+06
133.98431776390498,1.00000694e+06
134.0047522019231,999745.94
134.02518653999869,1.000031e+06
134.04562077800801,999858.44
134.06605521596794,1.0000385e+06
134.0864895539853,1.0003939e+06
134.10692379193642,1.000056e+06
134.1273581299538,999984.06
134.1477925679137,1.0000738e+06
134.1682269058074,999999.5
134.18866114376578,999847.25
134.2090955816675,999992.94
134.22952991956117,999873.7
134.24996415746136,999824.1
134.2703984953041,999993.94
134.29083293314034,1.0000687e+06
134.31126717098232,999930.2
134.33170150882506,1.00000344e+06
134.3521359466613,1.0002675e+06
134.37257018444507,999877.3
134.41343885994866,999963.6
134.4338731977332,999985.56
134.45430753545952,999909.6
134.47474187317857,1.00008894e+06
134.49517631090566,999958.6
134.51561054857302,1.000018e+06
134.53604488623387,999987.9
134.55647912390123,1.00011e+06
134.5769135615701,1.0000591e+06
134.59734789917275,1.0002223e+06
134.6177821367819,1.000162e+06
134.6382164743918,1.0001552e+06
134.658650911937,1.0001751e+06
134.67908524954692,1.0001025e+06
134.69951958709862,1.0000286e+06
134.71995392464305,999810.25
134.74038826213655,1.0000422e+06
134.76082249962928,1.0002341e+06
134.7812568371155,1.00025044e+06
134.80169127460977,999732.25
134.82212561204506,1.00014294e+06
134.84255984947958,999747.7
134.86299428690836,1.00019994e+06
134.88342862428544,999944.3
134.90386296165525,999664.8
134.92429719903157,999981.1
134.94473163640941,999995.94
134.965165973721,999865.56
134.98560021103913,999955.9
135.00603464835876,1.00013425e+06
135.02646898561215,1.0000397e+06
135.04690322287206,1.0001079e+06
135.06733756013273,1.00033594e+06
135.08777199738688,999994.6
135.10820623458858,999888.4
135.12864057179104,999862.06
135.14907500892878,1.000016e+06
135.16950934613124,999876.0
135.18994358321652,999840.3
135.2103779203535,1.0001849e+06
135.2308123574985,999965.2
135.25124659452558,1.0000671e+06
135.27168093160435,1.000016e+06
135.29211516868963,1.00035606e+06
135.31254960571823,1.0001799e+06
135.3329839427388,1.000263e+06
135.35341817970766,1.00015356e+06
135.37385261667805,1.00003694e+06
135.3942869536404,1.00018406e+06
135.41472129061003,1.00016894e+06
135.4351555275207,1.0000769e+06
135.4555899644256,1.00016794e+06
135.4760243012788,1.0001147e+06
135.49645853813126,999858.3
135.51689297497796,999979.06
135.53732731183118,1.0000591e+06
135.55776154862542,1.0000794e+06
135.57819588542043,1.0000352e+06
135.5986303221507,999924.25
135.61906455888675,1.000373e+06
135.63949889561627,1.00006244e+06
135.65993333235383,999976.2
135.68036766903242,1.0000431e+06
135.70080190571025,1.00017606e+06
135.72123624232336,1.0001799e+06
135.7416706789445,1.0005207e+06
135.76210491555685,1.0003303e+06
135.78253925211902,1.00011944e+06
135.80297368874017,1.000286e+06
135.82340792524337,999716.3
135.84384226179827,1.00004925e+06
135.86427659830224,1.00009725e+06
135.88471093474072,1.0000292e+06
135.9051452712447,1.00016175e+06
135.92557960769045,1.00017175e+06
135.94601384407724,1.0000311e+06
135.96644828045828,1.0002165e+06
